"","ward_pre","obama_sen_primary_pct","keyes_pct","bush2004_pct","obama_pres_primary_pct","mccain_pct","votes_cast_2004_sen_dem_primary","votes_cast_2004_senate","votes_cast_2004_president","votes_cast_2008_president_dem_primary","votes_cast_2008_president","nondemo.distance","demo.distance","white_median_income","black_median_income","white_name","black_name","registrants"
"1923","38 27",0.373493975903614,0.260162601626016,0.415686274509804,0.457142857142857,0.293388429752066,83,246,255,140,242,8667.85093030723,10413.2567000568,36591,15176,0.645682116792794,0.00251290195594117,289
"1924","38 28",0.32,0.189090909090909,0.290322580645161,0.36046511627907,0.281138790035587,100,275,279,172,281,8954.72381747837,10700.4074640424,30732,0,0.773101207470377,0.000134129957946043,328
"1925","38 29",0.378378378378378,0.143302180685358,0.330275229357798,0.453125,0.327272727272727,111,321,327,192,330,8190.00810560867,9925.19751545257,48102,1,0.691175994024161,0.00702985899888252,460
"1926","38 30",0.359649122807018,0.180232558139535,0.348703170028818,0.507537688442211,0.245945945945946,114,344,347,199,370,7952.72834592212,9679.78203137097,52242,97003,0.708733859740253,0.000526077396785934,456
"1927","38 31",0.298136645962733,0.185267857142857,0.29010989010989,0.364661654135338,0.210416666666667,161,448,455,266,480,7534.38204735631,9247.58054643529,45859,9215,0.537217119761563,0.0060748769195822,648
"1928","38 32",0.292553191489362,0.264197530864198,0.444711538461538,0.426666666666667,0.291764705882353,188,405,416,225,425,10417.0000423389,12148.6048639448,40765,0,0.873179072906675,0,374
"1929","38 33",0.268292682926829,0.160130718954248,0.237179487179487,0.472222222222222,0.232835820895522,123,306,312,180,335,9549.54363346054,11286.7208177344,53161,605,0.757467358241899,0.00477986394633853,287
"1930","38 34",0.358024691358025,0.168674698795181,0.32,0.440559440559441,0.184563758389262,81,249,250,143,298,7216.11650698452,8925.74432017071,26893,26934,0.461921664655088,0.00585097632215506,362
"1931","38 35",0.28,0.214634146341463,0.389671361502347,0.486486486486487,0.285714285714286,175,410,426,259,455,8292.410098013,10012.3842355358,44841,0,0.712317312629702,0.0025980674287977,398
"1932","38 36",0.284615384615385,0.2,0.385802469135802,0.463636363636364,0.278409090909091,130,315,324,220,352,8694.79284141891,10438.9395909464,60880,0,0.77378506845277,0.00109216973083751,493
"1933","38 37",0.281045751633987,0.217391304347826,0.303448275862069,0.460869565217391,0.224770642201835,153,414,435,230,436,7431.3507313884,9158.16679075335,48878,2787,0.519072183880565,0.00270163939640597,464
"1934","38 38",0.225130890052356,0.266821345707657,0.412162162162162,0.382352941176471,0.403973509933775,191,431,444,238,453,10665.7310633706,12407.949834305,97132,27173,0.855064534963121,0.00249604271841959,414
"1935","38 39",0.304878048780488,0.232044198895028,0.327077747989276,0.446009389671362,0.244389027431421,164,362,373,213,401,7824.47429872037,9563.14984223818,47402,1761,0.687703596733021,0.00158099881688372,450
"1936","38 40",0.341880341880342,0.210526315789474,0.330985915492958,0.487179487179487,0.298611111111111,117,266,284,156,288,9206.0259420333,10941.6173079521,42702,0,0.753754584042374,3.22003551702268e-05,341
"1937","38 41",0.379166666666667,0.178173719376392,0.332594235033259,0.566666666666667,0.243128964059197,240,449,451,300,473,8745.33934378334,10463.539551691,55127,3463,0.795105727033456,0.00218233329984905,647
"1938","38 42",0.305,0.213032581453634,0.378973105134474,0.476923076923077,0.334170854271357,200,399,409,260,398,9198.71973232916,10915.2765139959,66116,0,0.790654761900653,0.000143120148806493,349
"1939","38 43",0.311377245508982,0.178977272727273,0.355555555555556,0.439814814814815,0.289617486338798,167,352,360,216,366,9182.91606513675,10927.5737902271,43554,1455,0.767790997125319,0.000629292204341859,368
"1940","38 44",0.38562091503268,0.227011494252874,0.424929178470255,0.535211267605634,0.2710027100271,153,348,353,213,369,9231.39165685017,10959.2821792163,72123,0,0.744010691901906,0.00265324098932966,382
"1941","38 45",0.287671232876712,0.201900237529691,0.400462962962963,0.497716894977169,0.294663573085847,146,421,432,219,431,10026.1265152989,11753.9032778319,58740,530,0.813237681021664,0.000210578527833745,574
"1942","38 46",0.253521126760563,0.172839506172839,0.372372372372372,0.344827586206897,0.291666666666667,142,324,333,174,336,9258.62378925772,11004.1206647346,35909,0,0.712607216384155,0,377
"1943","38 47",0.386666666666667,0.198847262247839,0.385674931129477,0.452054794520548,0.275482093663912,150,347,363,219,363,8451.1296773379,10191.5771885181,67575,0,0.727108391024121,0.00143335640564545,387
"1944","38 48",0.292207792207792,0.173633440514469,0.29073482428115,0.49740932642487,0.246105919003115,154,311,313,193,321,9007.12088255336,10748.6536322232,43398,6,0.724311991191768,0.000909195978346698,318
"1945","38 49",0.258333333333333,0.231927710843373,0.384839650145773,0.388297872340426,0.368115942028986,120,332,343,188,345,10802.4097789744,12535.3027996426,28644,122,0.872440345736171,0.000522529604098884,495
"1946","38 50",0.272727272727273,0.201101928374656,0.417989417989418,0.421052631578947,0.325520833333333,154,363,378,209,384,9510.43550132728,11255.9320282595,51152,7,0.795395311418515,0.00345978712762586,418
"1947","38 51",0.324561403508772,0.192592592592593,0.341637010676157,0.416666666666667,0.266211604095563,114,270,281,156,293,9839.37385421309,11584.0038836062,32010,252,0.813036310075905,0.00235675498528416,469
"1948","38 52",0.248407643312102,0.203966005665722,0.326815642458101,0.459715639810427,0.2525,157,353,358,211,400,8522.61230257722,10252.2460167711,45915,0,0.723603916413598,0.00175211958315083,392
"1949","38 53",0.04,0.147727272727273,0.269662921348315,0.383333333333333,0.117647058823529,25,88,89,60,119,7130.4579499385,8866.59097229391,13315,14098,0.531816723589412,0.00122067240067391,110
"1950","39 1",0.417112299465241,0.260869565217391,0.478991596638655,0.497607655502392,0.413223140495868,187,345,357,209,363,11139.1363597623,12092.0288970368,40322,0,0.898099630352644,0.00454055881972141,317
"1951","39 2",0.332278481012658,0.262939958592132,0.419413919413919,0.334310850439883,0.429672447013488,316,483,546,341,519,10932.9398629598,11126.1145474757,12205,7427,0.898656800527081,0.00151771787314148,443
"1952","39 3",0.337899543378995,0.271232876712329,0.481382978723404,0.621495327102804,0.398328690807799,219,365,376,214,359,11885.5547813102,12635.6803767562,51418,38642,0.883548158335961,0.00104100376970831,324
"1953","39 4",0.387323943661972,0.193661971830986,0.432525951557093,0.469135802469136,0.383561643835616,142,284,289,162,292,10915.2047904906,11694.670881687,33302,0,0.91146508192536,0.00408919702241012,342
"1954","39 5",0.522727272727273,0.165492957746479,0.318493150684932,0.548022598870056,0.289389067524116,132,284,292,177,311,9632.10832786917,10690.918402874,37993,1198,0.7312126110059,0.000518094719967719,287
"1955","39 6",0.347150259067358,0.223300970873786,0.403341288782816,0.48469387755102,0.36768149882904,193,412,419,196,427,9668.38686532078,10483.8124436056,56194,7027,0.700309828558357,0.0102697495618662,407
"1956","39 7",0.408450704225352,0.142348754448399,0.265734265734266,0.602409638554217,0.218181818181818,142,281,286,166,275,9325.69255629056,10373.4504249916,39544,3,0.666509140869178,0.00354248730448942,299
"1957","39 8",0.340163934426229,0.146608315098468,0.26963906581741,0.460629921259843,0.233183856502242,244,457,471,254,446,9249.34172765884,10117.1068810902,54941,59950,0.62180773896319,0.00500686197202637,567
"1958","39 9",0.271317829457364,0.167010309278351,0.304609218436874,0.501766784452297,0.245833333333333,258,485,499,283,480,9560.78503077105,10771.513304144,32757,760,0.711177328373413,0.00760942630887314,405
"1959","39 10",0.43452380952381,0.105610561056106,0.180645161290323,0.552238805970149,0.155963302752294,168,303,310,201,327,9432.82007961261,9842.75505310914,23347,30882,0.53254664110576,0.043525998385894,380
"1960","39 11",0.296442687747036,0.141025641025641,0.342379958246347,0.44140625,0.272727272727273,253,468,479,256,462,10142.3076670613,11310.9946623529,97441,2601,0.656028631732254,0.00577986418957643,585
"1961","39 12",0.339622641509434,0.151898734177215,0.235011990407674,0.506493506493506,0.125550660792952,106,395,417,231,454,9021.69861862067,9598.62504647495,30488,43515,0.188411817842059,0.0369800745232247,649
"1962","39 13",0.757894736842105,0.13953488372093,0.272727272727273,0.585526315789474,0.161417322834646,95,215,220,152,254,6964.29279493706,8012.61032458351,18409,8728,0.675378003009241,0.0216046864928003,248
"1963","39 14",0.428571428571429,0.139344262295082,0.24869109947644,0.575510204081633,0.158762886597938,154,366,382,245,485,9177.15850115219,9203.04056553332,32179,14576,0.436545896180542,0.0817611907012065,395
"1964","39 15",0.291925465838509,0.336391437308869,0.529761904761905,0.522222222222222,0.468208092485549,161,327,336,180,346,12210.9379119611,13010.1805924843,60357,60614,0.842820528823836,0.00445928363643242,302
"1965","39 16",0.461538461538462,0.158904109589041,0.264705882352941,0.55688622754491,0.193954659949622,104,365,374,167,397,10557.8733616123,10482.1902118664,46498,56559,0.501184617466243,0.0148610363042873,359
"1966","39 17",0.396946564885496,0.150537634408602,0.262086513994911,0.492682926829268,0.238219895287958,131,372,393,205,382,10891.2757880053,10595.1221298784,70358,25320,0.553093418552448,0.010936181925577,377
"1967","39 18",0.456221198156682,0.201312910284464,0.335443037974684,0.592741935483871,0.248953974895398,217,457,474,248,478,10868.2430015173,10793.3094199741,71704,87628,0.62903010786902,0.0295863368301427,404
"1968","39 19",0.356060606060606,0.161172161172161,0.327526132404181,0.428571428571429,0.25,132,273,287,168,272,8944.30042852776,10088.7655019431,45376,5365,0.645729985419722,0.00816470723378997,340
"1969","39 20",0.291666666666667,0.251497005988024,0.456973293768546,0.582417582417582,0.393063583815029,168,334,337,182,346,11502.3693368504,12374.3601549083,51991,0,0.879548146301724,0.0057060005789943,461
"1970","39 21",0.344827586206897,0.170542635658915,0.293436293436293,0.547058823529412,0.230496453900709,116,258,259,170,282,8935.595068542,9919.49329574981,37882,13579,0.53253318820536,0.00822762192978492,258
"1971","39 22",0.248447204968944,0.118556701030928,0.231850117096019,0.507142857142857,0.188976377952756,161,388,427,280,508,8927.30161921336,9087.58259806528,42840,90735,0.144470563632697,0.0407162273409261,424
"1972","39 23",0.566666666666667,0.113744075829384,0.248826291079812,0.579310344827586,0.153488372093023,120,211,213,145,215,7086.91872900376,8257.83032297319,18310,7265,0.777940526581094,0.0134450625022944,331
"1973","39 24",0.38562091503268,0.115294117647059,0.236781609195402,0.471544715447154,0.148148148148148,153,425,435,246,459,8738.21779953353,9439.14970300306,27565,10193,0.244620940555892,0.0346938540143458,706
"1974","39 25",0.442424242424242,0.195945945945946,0.287280701754386,0.534246575342466,0.225,165,444,456,219,480,7996.33697692059,9164.11668388042,35474,47808,0.682002456038427,0.024505564832909,545
"1975","39 26",0.362790697674419,0.248730964467005,0.481296758104738,0.527027027027027,0.433673469387755,215,394,401,222,392,11665.2659267792,12090.0790157671,59370,0,0.83096396930019,0.00345608844804625,439
"1976","39 27",0.525423728813559,0.130982367758186,0.234413965087282,0.608,0.168341708542714,177,397,401,250,398,7481.05153204457,8675.7611207462,28735,18041,0.755409975698095,0.0119373988897643,399
"1977","39 28",0.411111111111111,0.15296803652968,0.275555555555556,0.581132075471698,0.183716075156576,180,438,450,265,479,7986.75654487443,8913.92763866884,48440,9770,0.496919137529663,0.0102873180037334,376
"1978","39 29",0.405263157894737,0.13986013986014,0.252847380410023,0.578059071729958,0.175925925925926,190,429,439,237,432,7570.39352476203,8519.74761942244,32170,31540,0.636018758572172,0.0150714657306372,511
"1979","39 30",0.3125,0.142322097378277,0.240740740740741,0.478571428571429,0.142857142857143,96,267,270,140,287,8312.28998885536,9040.07442211879,14844,8619,0.394059278656807,0.0309085120812314,459
"1980","39 31",0.242424242424242,0.182108626198083,0.309941520467836,0.375,0.229166666666667,132,313,342,176,336,8368.09461202226,9252.19930074738,13480,1379,0.407557854901775,0.0238933595433573,251
"1981","39 32",0.286290322580645,0.141304347826087,0.286472148541114,0.552173913043478,0.278592375366569,248,368,377,230,341,11944.4208260286,12046.665308556,54797,0,0.706841009600864,0.00691078162629849,365
