"","ward_pre","dole_pct","bush2000_pct","votes_cast_1996","votes_cast_2000","nondemo.distance","demo.distance","white_median_income","black_median_income","white_name","black_name","registrants"
"102","3 12",0.0185185185185185,0.0221518987341772,324,316,894.065359100398,956.388396905627,18723,28043,0.00627737312088257,0.984329996301878,427
"106","3 16",0.0152173913043478,0.0179775280898876,460,445,504.781563605073,557.712726514318,0,34327,0.00956510144929742,0.985187054652858,733
"107","3 17",0,0.00689655172413793,289,290,711.93155580513,410.748546621354,0,63480,0.00200619701457091,0.991619324101098,385
"112","3 22",0.013953488372093,0.0182648401826484,215,219,709.092009259804,824.679408241523,0,39664,0.00421072352186496,0.977524615920641,342
"116","3 26",0.0144927536231884,0.00483091787439614,207,207,222.446431702191,502.389486916443,0,11644,0.0115889620244555,0.983720813367402,323
"118","3 28",0.0122699386503067,0.00996677740863787,326,301,572.491809419648,471.793381109692,0,40218,0.00216844818782837,0.990455230841972,744
"121","3 31",0.018348623853211,0.0188087774294671,327,319,230.202039435552,707.422857512965,3726,12838,0.00289867386336832,0.986863926519125,457
"122","3 32",0.0138504155124654,0.00255102040816327,361,392,456.373441557555,838.930269206889,0,41149,0.00243016950218671,0.993475003004766,357
"124","3 34",0.00943396226415094,0.00862068965517241,106,116,466.267969672877,355.613194707663,0,20427,0.000939797202651875,0.986771592570399,183
"125","3 35",0.0106382978723404,0.013745704467354,282,291,236.032547379871,689.724472341686,98850,17094,0.00246356469596164,0.990642974289606,594
"126","3 36",0.043859649122807,0.0516129032258065,114,155,2018.30714774473,2476.89446926031,31645,18113,0.0325541499893618,0.764632308131544,296
"129","3 39",0.0146341463414634,0.0257142857142857,410,350,484.604436260421,248.095127647164,0,3399,0.00508983005701951,0.987270984431333,551
"134","3 44",0.0176211453744493,0.0148148148148148,227,270,413.093499806448,1712.72181450808,1561,24257,0.00200413387043886,0.986924314960989,332
"138","3 48",0.0072992700729927,0.00704225352112676,274,284,1081.74259408557,1412.61884105527,0,39680,0.00941681706635826,0.969144122611348,336
"139","3 49",0.00389105058365759,0.0112781954887218,257,266,1372.10934443519,2021.45989887938,41580,40220,0.00854743515967459,0.9783049324158,659
"140","3 50",0.0251798561151079,0.0204778156996587,278,293,655.653757732203,1091.90233861155,85682,46823,0.00253975815750303,0.987880843266953,431
"141","3 51",0.12,0.181434599156118,200,237,1982.25243978794,2145.58634678178,100930,33624,0.135607352673029,0.0672438805671722,433
"142","3 52",0.00802139037433155,0.0211081794195251,374,379,799.676205267828,1656.27829545587,118626,40707,0.0118878739294815,0.9805433581445,616
"143","4 1",0.0673854447439353,0.078239608801956,371,409,993.859028123763,1758.46225936654,13777,22442,0.398942033219816,0.509637545204824,504
"145","4 3",0.0136363636363636,0.0319548872180451,440,532,303.43226316717,1093.9727563309,16944,31663,0.0158669520385028,0.973237780826172,763
"150","4 8",0.0213675213675214,0.0178217821782178,468,505,402.142288557691,1062.64383955886,10300,37611,0.0100345277772241,0.980955129056983,677
"151","4 9",0.0220820189274448,0.0256410256410256,634,585,1586.51729888834,1639.8309172292,24358,24777,0.111804701876862,0.851943914005392,1437
"152","4 10",0.02,0.0210674157303371,550,712,1002.61893488339,1112.15631478011,76609,49494,0.0276874006277357,0.947002818892854,1150
"153","4 11",0.0160857908847185,0.0164319248826291,373,426,537.713922958449,765.296714809541,30844,17993,0.0102223216467091,0.980099623269777,488
"155","4 13",0.0526315789473684,0.0515297906602254,456,621,819.710572997107,1714.19169666953,27750,52708,0.217281641981556,0.723036288831921,888
"157","4 15",0.00602409638554217,0.036144578313253,166,166,805.072786261303,552.383637371824,5050,23828,0.0298554155394467,0.955245121059166,577
"158","4 16",0.0091533180778032,0.0292887029288703,437,478,536.319067414498,606.986165721772,33594,8161,0.0337599873619004,0.947743417464107,654
"159","4 17",0.156826568265683,0.171799027552674,542,617,1863.37159048306,2354.04260921753,4686,4530,0.471968882089657,0.455314067231945,291
"163","4 21",0.0588235294117647,0.0403800475059382,391,421,636.542896567785,1478.0553785563,46554,35567,0.307424257447919,0.611140046541985,760
"164","4 22",0.0559139784946237,0.0379241516966068,465,501,940.307002276518,1261.17284461433,59583,31061,0.262540200742637,0.689471326627901,710
"165","4 23",0.0695652173913043,0.0963172804532578,345,353,495.128138089923,1214.94449152573,34508,18319,0.372068339803785,0.577796306192339,466
"166","4 24",0.0508905852417303,0.0453563714902808,393,463,572.621633613159,951.596849400537,35151,18660,0.169637300589964,0.791624456486822,800
"167","4 25",0.0324483775811209,0.0526315789473684,339,399,800.590130830549,1116.40811453584,68567,148866,0.0331911163829782,0.932135753285061,733
"170","4 28",0.0945273631840796,0.121145374449339,402,454,834.388817593684,1696.58276327119,24563,31175,0.485508635435079,0.439229145148295,552
"171","4 29",0.0790960451977401,0.0806451612903226,354,372,1766.83615184989,2168.27770739964,10617,10265,0.447733910678752,0.457686243524957,1096
"174","4 32",0.0853080568720379,0.106060606060606,422,528,898.433934061749,1526.56472512524,76967,43689,0.491083717611821,0.439871641774464,344
"176","4 34",0.0898550724637681,0.0831099195710456,345,373,1454.34639399142,2231.77906617383,17350,22159,0.575785301915657,0.342073710550067,573
"178","4 36",0.0178571428571429,0.0173697270471464,336,403,923.317712494895,1797.07273981697,18721,17313,0.0983704856561159,0.883759145868012,650
"180","4 38",0.0831758034026465,0.0728476821192053,529,604,1806.07648774383,2405.09501557166,25082,19377,0.344073609549294,0.58899696694597,798
"183","4 41",0.0729483282674772,0.075609756097561,329,410,1078.28476296639,1964.41555753459,28000,26172,0.624737623824294,0.282087880485416,472
"184","4 42",0.0209059233449477,0.0269541778975741,287,371,576.10733954272,1312.99955724811,9612,23288,0.0284241811445704,0.952261642391116,781
"185","4 43",0.058641975308642,0.0626780626780627,324,351,1158.51251143323,2007.93364846555,7975,12488,0.461693641698461,0.453764111928415,169
"186","4 44",0.0890804597701149,0.0594900849858357,348,353,1034.12598301351,1738.5974220433,12779,21721,0.393880392119386,0.534268705306288,556
"187","4 45",0.0771929824561404,0.0467937608318891,570,577,1643.35835378547,1958.43400376583,3380,3268,0.209043663875178,0.752363684755495,562
"188","4 46",0.0124223602484472,0.0265957446808511,322,376,348.829951798662,1233.17318989635,30203,21953,0.0761064181679509,0.886042551222669,497
"189","4 47",0.0713178294573643,0.0634920634920635,645,693,1275.23976649083,1911.12591724172,56451,57788,0.302802835689226,0.62445443853626,957
"190","4 48",0.095703125,0.0782312925170068,512,588,1476.80476989995,1963.93127033478,22311,21571,0.411364058288734,0.519055290720043,962
"191","4 49",0,0,212,139,733.099623624026,271.640093517015,0,3503,0,0.999946116823653,25
"192","4 50",0.0167785234899329,0.0319767441860465,298,344,318.962559084503,749.804716737016,29946,19037,0.00961501878193216,0.969739764984691,729
"193","4 51",0.080168776371308,0.0911062906724512,474,461,1696.84906961646,2483.88774494911,16722,20546,0.431000673611665,0.49767244286632,466
"196","4 54",0.072289156626506,0.0883280757097792,249,317,1599.56872336476,2324.86852638635,21204,22242,0.442996864271366,0.454546874427169,266
"197","4 55",0.0756013745704467,0.0783132530120482,291,332,1294.55550940444,2110.75232957376,10492,16428,0.634364340973295,0.275084469511564,579
"198","5 1",0.00540540540540541,0.021978021978022,370,364,3381.32795687604,3865.30774897385,20002,13367,0.00866890091454868,0.975889165826682,709
"199","5 2",0.0168269230769231,0.01931330472103,416,466,2928.02767078548,2912.84429018215,60351,44021,0.0105330569060472,0.981495796705445,681
"200","5 3",0.0120772946859903,0.0114678899082569,414,436,3351.65772790791,3486.54965065825,102822,46731,0.00272798222518573,0.984751997931391,740
"201","5 4",0.0277777777777778,0.00883002207505519,468,453,3907.84016089591,4160.63211464939,42851,37510,0.0220169041761546,0.962897077174705,584
"202","5 5",0.00964630225080386,0.00280898876404494,311,356,2048.55222783394,2404.50968177205,0,24091,0.00812563222675496,0.983048849864578,433
"203","5 6",0.0277777777777778,0.0259365994236311,360,347,3659.18692313545,3849.4610541275,24486,43086,0.0072626840301106,0.981891146840216,562
"204","5 7",0.0131578947368421,0.0164383561643836,304,365,3695.40650092216,3995.94000678808,42437,22430,0.00627016095253939,0.983406023174831,553
"205","5 8",0.110898661567878,0.116279069767442,523,559,1686.50084610193,2526.05045974293,77612,73289,0.670882636216907,0.247115784545218,835
"206","5 9",0.00964630225080386,0.00512820512820513,311,390,2808.32470918329,2918.27146013904,0,40357,0.00575363024675317,0.985813749209886,562
"207","5 10",0.0123456790123457,0,243,268,2301.53215927332,2565.33444722787,0,19615,0.00386480308027747,0.987088655808054,545
"208","5 11",0.120300751879699,0.108108108108108,133,148,2117.93256291604,2813.22695722978,3089,2268,0.408257497665839,0.514729268905411,93
"209","5 12",0.0217917675544794,0.0311750599520384,413,417,3634.62125721474,3582.32390443005,0,86816,0.00417075553603396,0.990097371062937,696
"210","5 13",0.0228571428571429,0.0251889168765743,350,397,1583.51782950912,1829.46363032239,5965,16128,0.000479929230309792,0.987357069475117,529
"211","5 14",0.105882352941176,0.0761154855643045,340,381,1962.59772497199,2708.13837702156,6330,4648,0.592042508784638,0.315712088937492,112
"212","5 15",0.020979020979021,0.0353697749196141,286,311,2912.93566746905,2930.42199630498,51897,26272,0.00651040017561485,0.984719206715189,460
"213","5 16",0.0227272727272727,0.0217983651226158,352,367,1473.89129728359,1345.88737363474,2203,14935,0.00128074280038568,0.990621548927394,517
"214","5 17",0.0141843971631206,0.0181159420289855,282,276,2339.21390155193,2722.87124652062,15895,6867,0.00409306664833014,0.988780557634582,418
"215","5 18",0.0136986301369863,0.0130293159609121,292,307,3260.2749117115,3467.32499300502,0,15804,0.00320451842682358,0.98543839042346,528
"216","5 19",0.0199430199430199,0.0217983651226158,351,367,3189.48938565369,3235.0982806002,69649,30181,0.00429351785204839,0.989178719423496,557
"217","5 20",0.0169491525423729,0.0198675496688742,295,302,2733.31352269039,2692.39783765656,0,32665,0.000481687264462759,0.994839909992364,514
"218","5 21",0.0169902912621359,0.012847965738758,412,467,2794.36762779396,3079.49628464971,6650,28614,0.020321224510868,0.965873468311011,802
"219","5 22",0.0219512195121951,0.0167865707434053,410,417,3442.05740449192,3431.54799615649,38103,47927,0.0102308264606427,0.985174712354876,808
"220","5 23",0.0288461538461538,0.0118694362017804,312,337,2004.97024682655,1912.69280451002,0,49727,0.00115972515181583,0.989419524398273,457
"221","5 24",0.0862619808306709,0.0819112627986348,313,293,2227.37181648706,2981.06915406213,3704,3839,0.478688175322698,0.465256518223542,283
"222","5 25",0.00928792569659443,0.0184210526315789,323,380,2542.90761492933,2888.790947452,18047,16254,0.00857966489524672,0.982416152769706,583
"223","5 26",0,0.0118577075098814,218,253,3531.57652614111,3963.00427509633,0,4109,0.00432978060228246,0.986079006714503,501
"225","5 28",0.0182232346241458,0.0280777537796976,439,463,3129.13665077839,3480.92660565592,90098,37171,0.0406024558596631,0.948656764925876,768
"226","5 29",0.0223048327137546,0.00393700787401575,269,254,3715.97590563603,4186.63878898052,22952,14813,0.0227719116470505,0.961945397246085,331
"227","5 30",0.152173913043478,0.169856459330144,414,418,1436.12899655859,2275.84281133982,55462,23441,0.731005414650423,0.209696097156516,473
"228","5 31",0.0151057401812689,0.010498687664042,331,381,3057.74915220474,3514.06219815852,33879,20975,0.00565041879639381,0.985769821039935,606
"229","5 32",0.0261682242990654,0.0330434782608696,535,575,3517.22640344495,4032.09550732792,28955,12500,0.0188189555441725,0.962538603124141,542
"230","5 33",0.0153846153846154,0.0105820105820106,390,378,1615.10631366159,2331.91287219657,0,7205,0.00476581116117156,0.981401706437742,224
"231","5 34",0.0150375939849624,0.0166666666666667,266,300,3280.24437040393,3733.07127394817,0,9935,0.0047514691259047,0.988812021544015,432
"232","5 35",0.148997134670487,0.135802469135802,349,405,2037.46171716953,2780.0020585509,24205,25092,0.531578654655019,0.398295751676371,631
"233","5 36",0.0092378752886836,0.00424628450106157,433,471,3033.28882287983,3259.39316562046,0,21621,0.000367764874697404,0.992402439237832,862
"234","5 37",0.104430379746835,0.0991253644314869,316,343,2214.87835165374,2986.81014610242,13566,12069,0.641105725264355,0.25687545312604,115
"235","5 38",0.100985221674877,0.0909090909090909,406,429,2395.68887982757,3141.06487978289,23909,19622,0.561148327276397,0.359782075412847,355
"236","5 39",0.132584269662921,0.114790286975717,445,453,1639.05661146652,2447.24254003707,95181,76874,0.822913628589207,0.0974926486735055,398
"237","5 40",0.0100671140939597,0.0216216216216216,298,370,3356.39699933484,3755.58534840976,0,12373,0.00178153040938763,0.992280686837408,724
"238","5 41",0.182212581344902,0.156378600823045,461,486,1211.53018509064,2024.22853061608,109831,74800,0.873473343027237,0.0582340438179627,566
"239","5 42",0.0157068062827225,0.0236220472440945,382,381,3312.8911448066,3604.18059429308,0,6895,0.00243426643970607,0.983468977966296,591
"240","5 43",0.0383631713554987,0.0323383084577114,391,402,2368.17231290677,3018.5403972946,139571,63044,0.253348121436604,0.712135306657357,1671
"241","5 44",0.00802139037433155,0.0224719101123595,374,356,3934.30558424805,4390.15068636149,20132,17279,0.01605692486098,0.966569621209966,1094
"242","5 45",0.00778210116731518,0.0202429149797571,257,247,2218.0165725453,2196.02678865647,0,31424,0.00203023389612644,0.996448169096451,401
"243","5 46",0.118845500848896,0.105360443622921,589,541,2172.43069444822,2861.780152418,12351,9069,0.579821351606954,0.332229964617328,577
"244","5 47",0,0.0147058823529412,304,340,3567.3356048628,3955.38819788605,0,10811,0.00244558132933396,0.98566413541929,517
"245","5 48",0.0427631578947368,0.0600600600600601,304,333,1821.82888172493,2568.13862680833,10809,7937,0.423407439081367,0.485441494263168,296
"246","5 49",0.15625,0.144578313253012,480,498,1202.44146275514,2040.68600213133,72277,37708,0.86541482993639,0.0708331331949702,485
"247","5 50",0.0197628458498024,0.0182481751824818,253,274,3286.32797054741,3321.97313652827,68750,26250,0.00522318039198808,0.978621704417965,298
"248","5 51",0.0153256704980843,0.012779552715655,261,313,2212.66478786667,2350.99848048867,0,36159,0.00161975266288661,0.9862454838512,571
"249","5 52",0.0347826086956522,0.00829875518672199,230,241,2554.35601091294,2558.40207251534,0,34969,2.20197576946532e-05,0.983125425914197,328
"250","5 53",0.0137931034482759,0.0158311345646438,290,379,3524.24354168424,3771.91218091706,0,12763,0.00219298503224803,0.983890944146904,509
"251","5 54",0.0234741784037559,0.0352422907488987,213,227,3675.07574243024,4025.9805597055,2160,17719,0.0127403685271449,0.966165749703318,422
"252","5 55",0.0117647058823529,0.0160857908847185,340,373,3596.39315571307,4056.08359837645,0,11082,0.0106113245565934,0.972040832343762,702
"253","5 56",0.0181818181818182,0.0072992700729927,275,274,2497.63426904468,2908.94004303812,16380,7076,0.00546230816694147,0.987259934727015,476
"254","5 57",0.0562659846547315,0.0534979423868313,391,486,1916.8537233297,2584.48659882272,6995,5136,0.44773713628516,0.474293049976117,150
"255","5 58",0.00854700854700855,0.00675675675675676,234,296,2522.38223576485,2697.10104895362,0,18787,0.00210782974478836,0.988099709198822,346
"256","5 59",0.0182648401826484,0.0196850393700787,219,254,3194.95236845092,3685.04654067913,27231,8827,0.00157715252070829,0.988373726203014,302
"257","6 1",0.0225563909774436,0.0163170163170163,399,429,2862.63234443992,3901.27357204313,7551,39158,0.00294064687536003,0.987796061934952,679
"258","6 2",0.00460829493087558,0.0174672489082969,434,458,2007.3044122338,5240.66669267613,6721,38013,0.00030981367611282,0.993879061749146,589
"259","6 3",0.0198511166253102,0.0288461538461538,403,416,2709.4191183885,4776.22911210073,0,25809,0.00081852126367615,0.992958116745821,345
"260","6 4",0.0420711974110032,0.03601108033241,309,361,1555.56950983195,1926.27479839661,16664,38998,0.00804745097828358,0.984703875624673,467
"261","6 5",0.0111524163568773,0.00970873786407767,269,309,1995.43758624606,2372.28731165914,0,13727,0.00440245243004961,0.989560809924024,350
"262","6 6",0.002710027100271,0.0102040816326531,369,392,2283.21004113682,2403.96916977264,0,39393,0.000871619509892864,0.976735220134207,627
"263","6 7",0,0.0203488372093023,309,344,1664.55462896843,1705.51533503715,5864,67070,0.000567169389377038,0.979191104860389,514
"264","6 8",0.0181818181818182,0.0160857908847185,385,373,3171.99788482674,3254.27095610767,0,59073,0.00568367779940288,0.990747863032973,443
"265","6 9",0.010183299389002,0.015748031496063,491,508,1457.93181555302,6056.59021324341,0,43776,0.00348366773224482,0.984716823581372,901
"266","6 10",0.0268456375838926,0.0277777777777778,447,432,3032.69115052477,4349.02595851004,0,8284,0.00258370168930685,0.991067521666725,515
"267","6 11",0.0260416666666667,0.0241935483870968,384,372,2326.7595866468,2426.84004216185,0,54091,0.00384265738945797,0.988099270982964,507
"268","6 12",0.00242718446601942,0.0226130653266332,412,398,1862.06340827317,2147.61656765877,22086,54234,0.000573085880210467,0.9893120290411,370
"269","6 13",0.00520833333333333,0.0127551020408163,384,392,2197.0450678161,5675.4248580674,21780,19363,0.00347522663811948,0.993249039709792,808
"270","6 14",0.0209302325581395,0.023454157782516,430,469,3169.37448493298,3231.89466323721,2499,43536,0.00309636907696044,0.989718399020023,429
"271","6 15",0.00316455696202532,0.0268292682926829,316,410,1970.70051598231,2413.93020847005,0,25934,0.00066126823727375,0.991385698329126,420
"272","6 16",0.0173267326732673,0.0261282660332542,404,421,2745.73430247948,2831.38803761189,0,62825,0.00207900225644258,0.987056664650391,531
"273","6 17",0.00454545454545455,0.00700934579439252,440,428,918.152081000103,6155.53834740865,0,34507,0,0.985540873929997,438
"274","6 18",0.0184049079754601,0.0348837209302326,163,172,2376.41560868624,2871.21749269597,0,20100,0.00324524543776469,0.989195072706362,265
"275","6 19",0.0156739811912226,0.020671834625323,319,387,2821.94581121318,2975.16008376111,0,47989,0.000911639695266255,0.991850944297496,410
"276","6 20",0,0,97,97,2828.85831500743,3013.22515115772,0,7609,0.00161466318316562,0.998209618695631,231
"277","6 21",0.0125628140703518,0.0231362467866324,398,389,996.230335778919,7091.99502646053,52252,68097,0.0021940461872053,0.991778767258409,497
"278","6 22",0.0169014084507042,0.0229591836734694,355,392,1781.69272541147,7072.86789768822,28544,54487,0.00220401234145753,0.981120364451064,502
"279","6 23",0.0148809523809524,0.00284090909090909,336,352,1874.92949443762,6493.94050439501,0,50722,0.000976238726898519,0.993514220849659,403
"280","6 24",0.0173697270471464,0.0124378109452736,403,402,2409.51679952111,5308.55975294877,3364,38970,0.00149949276332089,0.987074878886218,627
"281","6 25",0.00821917808219178,0.00950118764845606,365,421,2061.7429383216,6146.01182394735,6106,26680,0.00105859047183398,0.986198822320731,539
"282","6 26",0.0143198090692124,0.018018018018018,419,444,1865.80944027418,5643.50969258609,1483,26199,0.00204446122901174,0.986352599782024,677
"283","6 27",0.010752688172043,0.0158415841584158,465,505,1654.01242925733,5241.83830772028,0,42048,0.00446116749126724,0.989390703673574,786
"284","6 28",0.00769230769230769,0.0182815356489945,390,547,1394.67701503374,5644.08031370573,0,50525,0.00213731806717193,0.987684788376326,781
"285","6 29",0.0160919540229885,0.0278422273781903,435,431,1990.63866274719,4815.23296755259,0,38876,0.00259492858328518,0.977148536993755,726
"286","6 30",0.0078740157480315,0.0157657657657658,381,444,2099.29039544201,2131.17726619675,0,27486,0.00253601674627975,0.98747661319661,515
"287","6 31",0.0201342281879195,0.0173913043478261,447,460,2341.96067427484,4873.42880423612,3046,46335,0.00367215393345074,0.985651043741001,623
"288","6 32",0.0087527352297593,0.0168067226890756,457,476,1835.0215658482,1962.35113808776,3793,57406,0.00473532638890898,0.988968201834093,727
"289","6 33",0.0117924528301887,0.018058690744921,424,443,1822.20679770499,1848.32586075069,0,53717,0.00859484682952066,0.984983755949206,692
"290","6 34",0.015015015015015,0.012853470437018,333,389,3429.11580021203,3904.10500095682,0,20539,0.00271619845036908,0.982057817350139,569
"291","6 35",0.0178217821782178,0.0204918032786885,505,488,3166.34142658695,3171.7114436522,14371,56854,0.00610027813889298,0.991102844042997,704
"292","6 36",0.00809716599190283,0.0109090909090909,247,275,1296.08418100581,1582.04856247094,0,18787,0.0044133367275555,0.98587141320987,454
"293","6 37",0.0148148148148148,0.0091324200913242,405,438,2366.12835333677,4422.56737446741,0,28960,0.00249993364142177,0.985296366566051,488
"294","6 38",0.0129589632829374,0.0202020202020202,463,495,2784.05254041192,2838.2220582579,0,47026,0.00544458437912782,0.988683796354831,655
"295","6 39",0.0153846153846154,0.0229885057471264,260,261,2438.09646643865,2479.05869094217,13591,22411,0.00144171307202253,0.992364156343971,383
"296","6 40",0,0.015625,279,320,2288.21984431779,2698.40359584697,0,26361,0.00208947239657137,0.993503306490845,376
"297","6 41",0.0157068062827225,0.0346420323325635,382,433,2649.96379865407,4127.70513957357,8191,33943,0.00865950948195932,0.978823580632646,676
"298","6 42",0.00993377483443709,0.0157232704402516,302,318,2384.01821421673,2752.90123766053,0,35592,0.00151212296590268,0.987039853552543,264
"299","6 43",0.00896860986547085,0.0110864745011086,446,451,2900.52341311677,2983.64061300587,0,52119,0.000717557689751958,0.996623361237964,482
"300","6 44",0.013262599469496,0.0256410256410256,377,390,3218.57747032687,3599.94059479504,15507,27939,0.00281763756976876,0.992316191754758,623
"301","6 45",0.00396825396825397,0.00778210116731518,252,257,2663.1239468249,2782.58339031132,0,21083,0.00496768186553181,0.983461673485504,483
"302","6 46",0.041343669250646,0.0206489675516224,387,339,3058.4041723225,4027.42344394176,0,22155,0.00189824598114936,0.993287873308835,466
"303","6 47",0.0330788804071247,0.0217391304347826,393,414,2750.81201116421,4353.83752911517,0,36890,0.00378082392999985,0.993310484446704,570
"304","6 48",0.00516795865633075,0.016548463356974,387,423,1980.5349757639,2068.41290197341,0,25227,0.000576757697488483,0.981274794422864,585
"305","6 49",0.0182648401826484,0.0134529147982063,438,446,2100.21497997289,2308.42970904091,0,43489,0.000851031905855038,0.99178753795563,949
"306","6 50",0.00737100737100737,0.0121065375302663,407,413,983.544867430919,6496.54755304259,0,27394,0.00210810402643607,0.984115138910485,550
"307","6 51",0.0194174757281553,0.0171428571428571,309,350,3134.69209590801,3821.06207633187,0,17454,0.000455259051204252,0.990291089168783,535
"308","6 52",0.00911854103343465,0.0167597765363128,329,358,3467.02090922304,3534.2673670135,0,16146,0.00139462275362386,0.991629830488833,512
"309","6 53",0.0185185185185185,0.0132275132275132,378,378,3079.60758975462,3651.28905022177,0,32381,0.00600774801372364,0.98317150104816,599
"310","6 54",0.0056657223796034,0.0135135135135135,353,370,3446.16443618373,3595.91529295816,0,14623,0.000309869565567592,0.984264348931589,565
"311","6 55",0.0220588235294118,0.0166666666666667,272,300,2286.88891913107,2377.10990348288,13233,18351,0.00126637651864196,0.981847751423274,470
"312","6 56",0.00946372239747634,0.0161812297734628,317,309,2270.24758539347,2338.43681880763,51293,24349,0.00123352256041825,0.99471079519097,277
"313","6 57",0.011070110701107,0.00384615384615385,271,260,3388.65759164971,3553.71757850204,0,18208,0.00127530406576082,0.992599523218003,302
"314","6 58",0.0163487738419619,0.0212201591511936,367,377,2365.66591317884,4598.85888272121,0,62814,0.000894814851909629,0.986098051610608,702
"315","6 59",0.0212121212121212,0.0119047619047619,330,336,3203.57012011785,4092.23414026744,0,23644,0.00252957742581017,0.986134909901202,445
"316","6 60",0.0045045045045045,0.0116731517509728,222,257,2680.39456565986,2778.93702055825,14379,16406,0.00156031742376054,0.995821599408882,374
"317","6 61",0.0112781954887218,0.00958466453674121,266,313,1825.94890354163,1886.74412329032,0,15753,0.000565027043685727,0.982741926734429,298
"318","6 62",0.0191256830601093,0.0138888888888889,366,432,1451.57023465207,6467.42132362312,0,36458,0.00254972740791021,0.99027434859667,658
"319","6 63",0.0192307692307692,0.0112994350282486,312,354,3484.93172753068,3730.92753830828,0,11385,0.00228994293584751,0.989569511619986,418
"320","6 64",0.0177664974619289,0.0186480186480186,394,429,1437.09366328173,7317.17918344693,35504,31651,0.00364708586594016,0.98455821042253,516
"321","7 1",0.0130718954248366,0.0125,459,480,3383.24618715268,6762.42770139802,0,44939,0.00878338145002082,0.982978311314023,630
"322","7 2",0.0305010893246187,0.0179282868525896,459,502,4165.63262463384,6397.88266045675,28571,37344,0.0362978416530144,0.924702305009712,739
"323","7 3",0.0206185567010309,0.0227848101265823,388,395,5471.02520577148,5744.46228991887,0,19128,0.00472547946105299,0.976421250248191,676
"324","7 4",0.0349462365591398,0.0404494382022472,372,445,4178.3838875753,6700.87328553189,29556,31621,0.0406583579755503,0.735570345541932,709
"325","7 5",0.0274390243902439,0.0408163265306122,328,392,3814.37058601444,6902.37125228226,57813,93095,0.0360921457246345,0.726542387686723,585
"326","7 6",0.0221674876847291,0.0294784580498866,406,441,5288.44832621044,6025.95371585716,0,28693,0.0178727112670137,0.962424289018289,643
"327","7 7",0.0316622691292876,0.0328638497652582,379,426,5509.18840650759,6030.39890867996,15066,35112,0.0279750106341453,0.93122191076868,646
"328","7 8",0.0748129675810474,0.0643153526970954,401,482,4589.5543764675,6728.69273632121,43331,55067,0.0627510443294633,0.524504523122569,928
"329","7 9",0.0212201591511936,0.036319612590799,377,413,4197.42874964099,4494.82262372361,34371,33875,0.00235646127639117,0.987839615259457,628
"330","7 10",0.0245901639344262,0.0337423312883436,488,652,5179.53327052045,5535.71941016617,38105,27099,0.0230874826351628,0.955638555747803,925
"332","7 12",0.00728155339805825,0.0251572327044025,412,477,2993.88486979515,7653.52045139323,28375,48995,0.0172541843660245,0.890431221810327,795
"333","7 13",0.0160427807486631,0.0216216216216216,187,185,4745.28077623733,4957.39491907951,0,16296,0.00733508064534841,0.974413862033174,311
"334","7 14",0.044811320754717,0.0492170022371365,424,447,5720.83080347343,6076.7351882498,12147,19221,0.0344577309170592,0.942746940447981,488
"335","7 15",0.0106571936056838,0.0205047318611987,563,634,5429.60024929399,5746.24494276195,22806,26965,0.0166344809207023,0.968802395316035,843
"336","7 16",0.00476190476190476,0.0108695652173913,420,460,4983.19090312248,5243.54922202359,17348,13117,0.00158648619367204,0.986601378043225,914
"337","7 17",0.0056657223796034,0.0140515222482436,353,427,5046.41270312941,5270.56592435385,4860,12153,0.00477702865547575,0.986157689031598,605
"338","7 18",0.019559902200489,0.0260521042084168,409,499,5586.44268583202,6473.54541506417,31203,45356,0.0479082008695649,0.828311582835567,877
"339","7 19",0.0138888888888889,0.0324825986078886,504,431,5381.75937679883,5551.18431553728,0,37750,0.00415427238093304,0.985588417271949,972
"340","7 20",0.00584795321637427,0.0214592274678112,171,233,4264.84648992566,7468.11863502957,21167,22033,0.0173348193950652,0.71781181100162,472
"341","7 21",0.0378250591016548,0.0511627906976744,423,430,4633.81341066274,6355.84737427187,28140,40586,0.0480857180743237,0.811640094786198,787
"342","7 22",0.0176991150442478,0.0230179028132992,339,391,4048.88652703417,4400.83038318035,54693,30804,0.012128402234173,0.980434119191759,729
"343","7 23",0.00992555831265509,0.0202020202020202,403,495,4524.15954506399,4862.67167156883,0,22945,0.00661726496065833,0.985052962448523,638
"344","7 24",0.00873362445414847,0.00803212851405622,458,498,1928.71698157126,8222.88737990307,11711,37561,0.0056508232054258,0.983688976673258,603
"345","7 25",0.00847457627118644,0.0172839506172839,354,405,2201.73013880298,7734.42262598941,11973,26521,0.00764801560752241,0.971715398377238,550
"346","7 26",0.0311004784688995,0.0266075388026608,418,451,4571.00832986837,6101.32894762657,9875,35455,0.0196112108731294,0.961277202180595,905
"347","7 27",0.00936768149882904,0.0190930787589499,427,419,4986.83627789434,5828.59792862225,0,51553,0.00305778692523461,0.970309728002504,526
"348","7 28",0.0169082125603865,0.0134228187919463,414,447,5007.47131431038,5319.34483591372,0,23848,0.00614046343404146,0.985046339172241,813
"349","7 29",0.0112359550561798,0.0267379679144385,178,187,3581.58510879297,6836.34188444807,214,37472,0.00173125402196616,0.990907006204567,293
"350","7 30",0.0251572327044025,0.0314465408805031,477,477,3126.3198279808,6935.3358613931,0,42485,0.0121785785611841,0.979511170412862,697
